alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self,raw
0.043333,0.033749,0.059633,0.064534,0.00063866,0.023125,0.030542,0.027271,0.014635,0.040103,0.028568,0.039628,0.004588,0.026066,0.012005,0.019455,0.0099434,0.014764,0.011423,0.022874,0.014556,0.018191,0.016786,0.012365,1,ge,part1,2,819
0.020112,0.0089942,0.015896,0.050578,0.0032067,0.032363,0.014518,0.026361,0.017032,0.016072,0.025106,0.042278,0.011958,0.02392,0.018562,0.019309,0.014244,0.027488,0.020775,0.030994,0.011925,0.025032,0.009106,0.01913,1,ge,part1,2,820
0.011594,0.0063352,0.02607,0.021383,0.00025971,0.011242,0.0043384,0.01097,0.012617,0.026106,0.02197,0.062552,0.0030767,0.01805,0.0055444,0.014362,0.0065894,0.021434,0.0055317,0.031105,0.0057947,0.0085357,0.0059497,0.0065601,1,ge,part1,2,821
0.027656,0.018334,0.02764,0.039031,0.001023,0.0151,0.008791,0.018826,0.0068318,0.020049,0.022182,0.043349,0.0030062,0.014173,0.0054863,0.0098615,0.0089709,0.021074,0.020071,0.049128,0.0082021,0.019452,0.0056466,0.013943,1,ge,part1,2,822
0.0084271,0.006978,0.0062342,0.022092,0.00049373,0.0068146,0.0053463,0.006437,0,0.0055609,0,0.025192,0.0015951,0.0023067,0.0026941,0.0002139,0.001808,0.020805,0.002492,0.039741,0,0.0016224,0.0010192,0.0013859,1,ge,part1,2,823
0.0066249,0.0041238,0.019044,0.0098784,0.00063569,0.0096925,0.0083318,0.0084041,0.010664,0.024588,0.019808,0.045673,0.0023312,0.011531,0.0031424,0.010106,0.0024867,0.012236,0.0041491,0.036139,0.0029297,0.0027126,0.0028477,0.0018501,1,ge,part1,2,824
0.015778,0.0098997,0.01425,0.038725,0.00059216,0.024193,0.010392,0.015914,0.013799,0.037477,0.012871,0.051343,0.0042452,0.013778,0.0064198,0.013293,0.0074445,0.021339,0.008335,0.037324,0.0080894,0.0084956,0.0073142,0.0074786,1,ge,part1,2,825
0.032995,0.024639,0.035152,0.053709,0.00089062,0.016854,0.01305,0.019909,0.014979,0.042903,0.027702,0.075867,0.0021009,0.012643,0.0018484,0.013329,0.01071,0.030937,0.012144,0.072008,0.0095086,0.010699,0.0083148,0.0099721,1,ge,part1,2,826
0.025036,0.019464,0.0266,0.060173,0.0012088,0.028027,0.016944,0.024742,0.016238,0.03589,0.014063,0.06735,0.0059832,0.023526,0.017047,0.016965,0.010732,0.021276,0.0095259,0.04169,0.012697,0.010751,0.011972,0.0099177,1,ge,part1,2,827
0.03003,0.019757,0.015903,0.043496,0.0012001,0.018696,0.013835,0.021331,0.016882,0.035288,0.022212,0.069109,0.0045432,0.012757,0.013528,0.012835,0.0056295,0.014967,0.014838,0.029203,0.0046364,0.010072,0.0043191,0.0076081,1,ge,part1,2,828
0.02759,0.014016,0.013748,0.043667,0.0016044,0.018252,0.015827,0.022417,0.022457,0.034962,0.015054,0.072812,0.010213,0.02051,0.017141,0.020137,0.0090186,0.031153,0.018483,0.051001,0.0076461,0.020902,0.010746,0.01215,1,ge,part1,2,830
0.025442,0.013691,0.014334,0.021603,0.0017819,0.021608,0.03113,0.019427,0.015463,0.029098,0.022654,0.053726,0.0097063,0.016543,0.018826,0.015177,0.012014,0.01678,0.012016,0.033845,0.014696,0.010758,0.015217,0.011125,1,ge,part2,3,831
0.077672,0.021121,0.099085,0.060368,0.0034063,0.10786,0.059729,0.097718,0.063119,0.085119,0.099867,0.083299,0.02705,0.10068,0.070507,0.078573,0.048943,0.080743,0.11934,0.11369,0.035389,0.11392,0.041807,0.078212,1,ge,part2,3,833
0.034249,0.023066,0.03483,0.052877,0.0010897,0.033536,0.0092872,0.032717,0.015805,0.025374,0.016757,0.046694,0.011609,0.023353,0.024351,0.015387,0.0063395,0.014017,0.011813,0.027807,0.0065271,0.0093004,0.0053703,0.0073056,1,ge,part2,3,834
0.089953,0.027623,0.052781,0.058104,0.0041159,0.056457,0.056824,0.078651,0.022649,0.023707,0.029476,0.04316,0.014279,0.031366,0.031062,0.023993,0.023148,0.030526,0.035611,0.050527,0.029739,0.045533,0.031019,0.031402,1,ge,part2,3,835
0.027191,0.0095308,0.0075187,0.036634,0.0015988,0.013053,0.021853,0.019237,0.019837,0.023348,0.01133,0.062999,0.012117,0.015231,0.022206,0.015136,0.0071966,0.016391,0.0098671,0.04227,0.011559,0.007326,0.0087069,0.0068587,1,ge,part2,3,836
0.037329,0.03181,0.016934,0.072734,0.0013269,0.018496,0.01447,0.022355,0.01554,0.035392,0.028286,0.03586,0.0068811,0.016038,0.0116,0.014994,0.010473,0.029598,0.020882,0.048321,0.0091826,0.01834,0.0082001,0.01336,1,ge,part2,3,837
0.011822,0.01615,0.01482,0.032069,0.00072339,0.0061333,0.0059106,0.0069217,0.013951,0.033198,0.015009,0.057562,0.0045603,0.018213,0.012871,0.014288,0.0042745,0.020581,0.0088325,0.03826,0.0047945,0.010554,0.0071265,0.0052562,1,ge,part2,3,838
0.02344,0.018576,0.024472,0.047919,0.0016137,0.023249,0.029181,0.020732,0.013458,0.013982,0.012785,0.05251,0.010053,0.022876,0.023137,0.0159,0.015683,0.037219,0.02581,0.057707,0.016295,0.029638,0.020486,0.019202,1,ge,part2,3,840
0.099021,0.021678,0.043869,0.04974,0.0052496,0.068463,0.077963,0.092549,0.048263,0.085741,0.042323,0.082659,0.014653,0.050175,0.028067,0.047627,0.020417,0.038867,0.049793,0.061181,0.028677,0.048733,0.034717,0.030122,1,ge,part2,3,841
0.017201,0.011527,0.0073137,0.04785,0.00075161,0.0079883,0.0039648,0.0084325,0.0054578,0.010023,0.0085951,0.032077,0.0034873,0.01091,0.0029214,0.0071225,0.0027475,0.0085744,0.0015134,0.02512,0.0062158,0.0035978,0.0027704,0.0030975,1,ge,part2,3,842
0.013156,0.016053,0.0051522,0.031683,0.00058121,0.0069267,0.010979,0.0084701,0.01229,0.037611,0.012682,0.055919,0.0060152,0.010947,0.0094356,0.010383,0.01323,0.024483,0.017162,0.043203,0.012846,0.015363,0.011562,0.014056,1,ge,part2,3,843
0.018226,0.010265,0.011763,0.033156,0.0013184,0.012573,0.014409,0.01281,0.01211,0.031428,0.021443,0.032584,0.0029741,0.010098,0.011634,0.0090092,0.013991,0.026751,0.0079075,0.04051,0.01144,0.01291,0.013451,0.012314,0,ge,part2,3,844
0,0.00030922,0.0013387,0.0033988,0.00023863,0.0093891,0.0038246,0.0029974,0.0012575,0.0053383,0.010798,0.028627,0.00018929,0.0054638,0.002292,0.0026622,0.0019249,0.0132,0.00012939,0.027016,0.0018883,0.005827,0.0014309,0.0024439,1,ge,part2,3,845
0.032525,0.028481,0.049302,0.062239,0.00037056,0.034422,0.012253,0.034756,0.017281,0.036352,0.026807,0.055992,0.0036212,0.02591,0.011472,0.02191,0.011535,0.030702,0.015394,0.06389,0.006915,0.011152,0.0075895,0.0097227,0,ge,part2,3,846
0.0048403,0.0058149,0.01759,0.015937,0.00052023,0.005466,0.0059936,0.004788,0.010902,0.022551,0.015476,0.03775,0.0058044,0.0056069,0.008506,0.0077365,0.0039137,0.013392,0.003514,0.033635,0.0063726,0.0059448,0.0038311,0.0043734,1,ge,part2,3,847
0.050349,0.019911,0.064156,0.052481,0.001371,0.055466,0.020715,0.061691,0.044687,0.054356,0.057822,0.095819,0.018751,0.054153,0.024353,0.050517,0.047887,0.0626,0.042416,0.086883,0.039743,0.053271,0.033223,0.052384,1,ge,part2,3,848
0.019963,0.01359,0.019905,0.036798,0.00042831,0.013031,0.0079002,0.014196,0.0035338,0.026977,0.02042,0.021125,0.00079929,0.015549,0.002026,0.0087701,0.0075292,0.02766,0.012044,0.048915,0.0042258,0.0065601,0.0054471,0.0060863,1,ge,part2,3,849
0.042697,0.018147,0.011153,0.029782,0.0047427,0.019227,0.069116,0.023091,0.033515,0.0607,0.041883,0.073416,0.016151,0.032932,0.032205,0.030632,0.021127,0.050942,0.024022,0.057838,0.019264,0.033957,0.013047,0.02625,1,ge,part2,3,850
0.055381,0.025272,0.062365,0.04517,0.0038455,0.04193,0.057292,0.049918,0.036051,0.046881,0.03985,0.052779,0.013587,0.045619,0.031091,0.039011,0.022086,0.044133,0.033509,0.062558,0.027584,0.029058,0.026324,0.023601,1,ge,part2,3,851
0.058731,0.019014,0.058945,0.043934,0.0050377,0.10748,0.024072,0.093116,0.056538,0.095426,0.072578,0.10031,0.017769,0.07366,0.031022,0.064459,0.064255,0.10299,0.068674,0.1101,0.050773,0.074481,0.040992,0.071121,1,ge,part2,3,852
0.1508,0.059677,0.14332,0.10108,0.0052136,0.1703,0.057326,0.18116,0.069242,0.10011,0.074594,0.1135,0.022208,0.065327,0.047875,0.066421,0.086934,0.12033,0.14363,0.13773,0.073497,0.13753,0.0739,0.11334,1,ge,part2,3,853
0.054142,0.031304,0.028323,0.069593,0.00070405,0.042297,0.032971,0.039874,0.043902,0.062756,0.044282,0.051152,0.017412,0.033226,0.047079,0.034126,0.01749,0.038847,0.036675,0.055398,0.01107,0.030796,0.018895,0.022554,1,ge,part2,3,854
0.037915,0.018824,0.066805,0.058489,0.0023857,0.049621,0.038973,0.047023,0.052801,0.098569,0.069963,0.11585,0.014187,0.064327,0.027915,0.05774,0.03662,0.063792,0.063161,0.078629,0.022315,0.058501,0.019331,0.04965,1,ge,part2,3,855
0.026367,0.016865,0.01883,0.031347,0.0010587,0.022576,0.027281,0.021288,0.010453,0.0338,0.029774,0.069346,0.001726,0.012577,0.0070371,0.010487,0.01482,0.039673,0.031435,0.057496,0.011636,0.029894,0.010611,0.021076,1,ge,part2,3,856
0.0051111,0.0072575,0.0058231,0.018349,0.00052098,0.006467,0.0042075,0.0046959,0.0049565,0.012991,0.017879,0.039099,0.0020636,0.0046482,0.0064779,0.0038622,0.0051486,0.019372,0.0025604,0.037543,0.0046244,0.0063156,0.0035609,0.0047137,1,ge,part2,3,857
0.014163,0.010984,0.010972,0.020224,0.00010018,0.017849,0.0076588,0.013749,0.013306,0.041835,0.02213,0.047774,0.0045862,0.018384,0.0074748,0.014108,0.0093548,0.027174,0.013218,0.047034,0.012208,0.010524,0.0070409,0.0097335,1,ge,part2,3,858
0.0099114,0.010562,0.013814,0.040033,0.001045,0.011164,0.016803,0.0084693,0.020412,0.046172,0.020762,0.040825,0.0060905,0.013271,0.012629,0.015607,0.006358,0.026449,0.0078534,0.04437,0.0036612,0.011463,0.0038706,0.0075106,1,ge,part2,3,859
0.02137,0.011595,0.024171,0.02828,0.0013208,0.026281,0.012192,0.022646,0.02618,0.053727,0.025814,0.09005,0.007525,0.025864,0.016094,0.024189,0.012876,0.031702,0.014823,0.046916,0.008836,0.023017,0.0088776,0.016724,1,ge,part2,3,860
0.021543,0.016476,0.02703,0.04922,0.00078839,0.023131,0.011796,0.017993,0.0066641,0.014878,0.018536,0.052343,0.0045252,0.013588,0.009367,0.0095655,0.0094012,0.028851,0.016491,0.052713,0.0069502,0.012391,0.0064445,0.0098577,1,ge,part2,3,861
0.047619,0.019466,0.047628,0.043523,0.0030977,0.029097,0.043236,0.036928,0.037729,0.065395,0.034787,0.086398,0.019816,0.048733,0.029742,0.039988,0.040785,0.060497,0.038801,0.085499,0.04525,0.046455,0.046396,0.040858,1,ge,part2,3,862
0.037538,0.013901,0.022776,0.047312,0.0017341,0.025751,0.02302,0.033349,0.017137,0.044129,0.024563,0.10484,0.0076578,0.015026,0.020055,0.01306,0.018157,0.049038,0.0345,0.062661,0.015782,0.027054,0.011056,0.022353,0,ge,part2,3,863
0.044653,0.017326,0.030992,0.043546,0.001431,0.027601,0.033113,0.036505,0.01957,0.047069,0.026897,0.062459,0.02727,0.013729,0.036439,0.012253,0.015802,0.048978,0.019127,0.067848,0.034478,0.019044,0.014948,0.014446,1,ge,part2,3,864
0.0042015,0.0080334,0.0067593,0.029587,0.00063587,0.013805,0.0062187,0.0060823,0.003241,0.018082,0.013482,0.03614,0.0034877,0.012488,0.0059618,0.0062568,0.0096933,0.024182,0.015366,0.059993,0.010936,0.011971,0.0097046,0.0099443,1,ge,part2,3,865
0.0086498,0.0060086,0.012598,0.023384,0.00041744,0.011641,0.0063178,0.01031,0.0071797,0.022411,0.010928,0.058234,0.0034951,0.0062772,0.0062269,0.0066124,0.012223,0.026084,0.009535,0.054801,0.009657,0.0112,0.0075286,0.011047,1,ge,part2,3,866
0.0086113,0.0055234,0.0004744,0.021069,0.00084827,0.00884,0.0068771,0.0085149,0.00025806,0.002394,0.01605,0.012769,0.0011093,0.0034558,0.002015,0.0025629,0.0033276,0.019859,0.005303,0.045282,0.0043998,0.0040386,0.0056261,0.0024263,1,ge,part2,3,867
0.016852,0.011804,0.017668,0.026637,0.00043074,0.014987,0.007691,0.012489,0.0083594,0.018331,0.012761,0.067257,0.003884,0.0082939,0.005094,0.0082247,0.0046338,0.022263,0.0077377,0.053365,0.0047036,0.010881,0.0025338,0.0069154,1,ge,part2,3,868
0.014454,0.0052035,0.01158,0.021163,0.0010121,0.019532,0.010603,0.015327,0.011139,0.028079,0.019314,0.058363,0.0046862,0.012742,0.0064167,0.011342,0.00612,0.033833,0.0069891,0.045907,0.0080381,0.0066013,0.00414,0.0050016,1,ge,part2,3,869
0.061983,0.047822,0.06537,0.089587,0.0013182,0.027244,0.032818,0.037216,0.024308,0.049398,0.032397,0.089108,0.0095424,0.026279,0.020789,0.022979,0.014895,0.040096,0.020551,0.064417,0.014251,0.034051,0.011697,0.02162,1,ge,part2,3,870
0.018529,0.018088,0.027342,0.061351,0,0.015847,0.0065887,0.013859,0.0031484,0.014477,0.012895,0.040943,0.0046843,0.0068854,0.010908,0.0041684,0.0030273,0.026922,0.0063085,0.031637,0.0040307,0.005569,0.0062898,0.0025959,1,ge,part2,3,871
0.052949,0.040555,0.041987,0.069385,0.0015252,0.035048,0.018794,0.036421,0.03336,0.076087,0.052418,0.067672,0.0070826,0.04852,0.018494,0.040041,0.032225,0.079337,0.055762,0.09284,0.026192,0.057126,0.024052,0.042187,1,ge,part2,3,872
0.013478,0.010693,0.026494,0.024547,0.00093572,0.020047,0.014995,0.016706,0.01199,0.061844,0.028458,0.07106,0.0053679,0.01558,0.0099695,0.01149,0.01184,0.039659,0.010293,0.05197,0.012355,0.012417,0.0097711,0.011132,1,ge,part2,3,873
0.061726,0.028333,0.070233,0.084172,0.0031026,0.073758,0.042544,0.068572,0.082677,0.10968,0.085126,0.15987,0.036625,0.096173,0.062631,0.086472,0.054917,0.078344,0.075533,0.13488,0.059751,0.057676,0.04993,0.054507,1,ge,part2,3,874
0.0446,0.025926,0.04031,0.06167,0.0017853,0.022877,0.029962,0.027284,0.036987,0.087892,0.059238,0.12153,0.0098679,0.031009,0.027473,0.031654,0.018104,0.040289,0.037153,0.051207,0.015256,0.029492,0.018097,0.022307,1,ge,part2,3,875
0.023484,0.020926,0.0080376,0.034368,0.0007291,0.0099705,0.0092672,0.0087699,0.01438,0.030754,0.026089,0.036134,0.0051469,0.021598,0.006449,0.017366,0.014465,0.053344,0.013658,0.03555,0.011089,0.016904,0.0080757,0.012979,1,ge,part2,3,876
0.030706,0.017313,0.02949,0.021322,0.00099685,0.014188,0.0092741,0.023989,0.01087,0.02141,0.011034,0.041835,0.0067343,0.010995,0.011578,0.010353,0.015745,0.070092,0.019287,0.07313,0.011613,0.00972,0.0092608,0.01095,1,ge,part2,3,877
0.018697,0.01204,0.022452,0.03391,0.00049981,0.0053685,0.0073789,0.01137,0.011034,0.0267,0.01038,0.031737,0.0048518,0.013843,0.010041,0.0086121,0.0087645,0.03407,0.0093359,0.030239,0.007261,0.011158,0.0065199,0.0081378,1,ge,part2,3,878
0.0097735,0.0018854,0.0037851,0.016436,0.0014675,0.01162,0.0066962,0.011559,0.010219,0.023922,0.0088585,0.042537,0.0066275,0.0096167,0.0085218,0.0088774,0.0058281,0.053073,0.0067667,0.051633,0.0085918,0.0073041,0.0021149,0.0049123,1,ge,part2,3,879
0.018826,0.011487,0.0082059,0.034913,0.00026416,0.031811,0.0054535,0.025552,0.013441,0.032281,0.028571,0.05428,0.0029219,0.02346,0.0085223,0.016867,0.017212,0.07644,0.015504,0.061476,0.017953,0.010329,0.016337,0.0097495,1,ge,part2,3,880
0.036645,0.023869,0.030152,0.047727,0.0016511,0.02907,0.021292,0.029196,0.016036,0.042151,0.027925,0.06731,0.0092385,0.017447,0.020615,0.014839,0.014318,0.030704,0.037837,0.043976,0.0084137,0.025355,0.010276,0.019374,1,ge,part2,3,881
0.048042,0.032533,0.046849,0.049584,0.0020656,0.03364,0.034511,0.035099,0.012334,0.067664,0.030815,0.051303,0.0070308,0.022019,0.010566,0.015266,0.01256,0.057089,0.01845,0.067025,0.011844,0.020568,0.011793,0.012479,1,ge,part2,3,882
0.032597,0.018323,0.024666,0.059562,0.001765,0.015477,0.028349,0.022928,0.014266,0.052015,0.031376,0.065331,0.0033557,0.013088,0.0082751,0.011938,0.013656,0.046233,0.026898,0.079703,0.015626,0.013731,0.013713,0.010815,1,ge,part2,3,884
0.032572,0.028294,0.027458,0.062408,0.0015285,0.039845,0.019744,0.031493,0.011627,0.041703,0.034039,0.076881,0.0075301,0.01657,0.0090945,0.014106,0.025403,0.078825,0.035928,0.070847,0.017738,0.02657,0.020554,0.023122,1,ge,part2,3,885
0.028601,0.019093,0.039651,0.046347,0.00044853,0.026988,0.0089992,0.027171,0.02009,0.053157,0.021262,0.051184,0.0095268,0.024979,0.016055,0.021675,0.013293,0.045346,0.022672,0.074859,0.0098963,0.018191,0.010162,0.013202,1,ge,part2,3,886
0.01868,0.0083443,0.014942,0.047311,0.00062101,0.0078263,0.0064146,0.0095501,0.0049365,0.019116,0.009144,0.030449,0.0013452,0.0062499,0.0045137,0.0051008,0.0083691,0.04766,0.012224,0.076644,0.002387,0.0040879,0.0035236,0.0042944,1,ge,part2,3,887
0.036653,0.023613,0.058844,0.038969,0.0016618,0.036777,0.022037,0.037528,0.086487,0.12096,0.12569,0.13371,0.028733,0.11002,0.043356,0.10389,0.029148,0.047009,0.069687,0.068088,0.024781,0.061309,0.020969,0.045054,1,ge,part2,3,888
0.1002,0.042551,0.10593,0.11635,0.0056037,0.10927,0.097996,0.10254,0.081984,0.14408,0.10101,0.17979,0.034052,0.07503,0.10819,0.067225,0.068383,0.12201,0.18216,0.16392,0.058871,0.14105,0.071401,0.10129,1,ge,part2,3,889
0.046661,0.030599,0.025943,0.085215,0.002183,0.037603,0.034412,0.034997,0.02433,0.055161,0.03184,0.081332,0.012909,0.024659,0.016593,0.023765,0.014853,0.028018,0.023195,0.059584,0.016041,0.017764,0.015754,0.015222,1,ge,part2,3,892
0.068107,0.02057,0.034675,0.049017,0.0031607,0.052804,0.067329,0.053025,0.051691,0.056839,0.061338,0.065639,0.024922,0.051624,0.075834,0.043442,0.040334,0.065268,0.060109,0.098084,0.028349,0.06795,0.021221,0.054752,1,ge,part2,3,893
0.021312,0.0036004,0.0364,0.019097,0.00090208,0.044666,0.024399,0.03032,0.018167,0.027279,0.025808,0.058029,0.010445,0.017754,0.024352,0.015681,0.016653,0.028657,0.019883,0.050389,0.01887,0.024704,0.01495,0.019369,1,ge,part2,3,894
0.016222,0.015034,0.017638,0.052501,0.00059137,0.013381,0.00476,0.01219,0.018997,0.045506,0.038246,0.094305,0.0029509,0.024708,0.0073844,0.020921,0.010409,0.01685,0.022088,0.035929,0.015396,0.016483,0.016839,0.011803,1,ge,part2,3,896
0.10731,0.033723,0.11469,0.07141,0.0044567,0.12481,0.086998,0.12943,0.061864,0.10936,0.070444,0.10711,0.02463,0.08158,0.058833,0.069837,0.070851,0.096426,0.075095,0.11871,0.069664,0.092373,0.07357,0.077924,1,ge,part2,3,898
0.096535,0.047413,0.079131,0.12283,0.0044245,0.071758,0.059396,0.08387,0.11548,0.13079,0.11474,0.18647,0.043248,0.13868,0.10199,0.12518,0.084648,0.13288,0.16175,0.18522,0.058055,0.15221,0.056331,0.12094,1,ge,part2,3,900
0.040467,0.015378,0.11385,0.061323,0.0061404,0.015068,0.045134,0.020097,0.035816,0.044356,0.060015,0.13324,0.020156,0.034364,0.041465,0.031398,0.022642,0.03465,0.045755,0.076036,0.027663,0.027947,0.026475,0.021477,0,ge,part3,3,901
0.094173,0.042302,0.13385,0.10857,0.011236,0.10968,0.073193,0.10283,0.096682,0.13509,0.11066,0.11227,0.050954,0.11444,0.07872,0.10314,0.066694,0.095546,0.10276,0.14036,0.062709,0.079401,0.055439,0.072631,0,ge,part3,3,905
0.017987,0.0086497,0.074416,0.047599,0.0066493,0.024449,0.017469,0.020249,0.016519,0.024095,0.071402,0.095925,0.015851,0.024888,0.0077032,0.020316,0.020048,0.033132,0.057889,0.06991,0.017556,0.035083,0.011369,0.027783,0,ge,part3,3,908
0.025774,0.0097329,0.063964,0.025289,0.0017864,0.030131,0.013326,0.028396,0.017097,0.037027,0.030294,0.04111,0.014535,0.019491,0.016495,0.015842,0.013572,0.020639,0.021671,0.058903,0.019677,0.023279,0.012957,0.016403,1,ge,part3,3,909
0.069064,0.024832,0.092507,0.039973,0.0070583,0.11288,0.051074,0.098827,0.047956,0.052624,0.11502,0.1002,0.019015,0.058689,0.032482,0.053595,0.033359,0.042884,0.090885,0.094363,0.028504,0.070289,0.028574,0.051534,0,ge,part3,3,910
0.015516,0.0048818,0.041646,0.01818,0.0035874,0.024324,0.016833,0.021707,0.019992,0.020443,0.019521,0.041123,0.019488,0.018081,0.024532,0.016296,0.021295,0.028126,0.041668,0.056499,0.02594,0.028533,0.013453,0.025987,0,ge,part3,3,911
0.052521,0.012674,0.070492,0.024392,0.0031846,0.05003,0.028273,0.056603,0.03354,0.024266,0.038469,0.049866,0.018168,0.034,0.038006,0.031491,0.027395,0.036701,0.052577,0.069347,0.02316,0.038648,0.023912,0.033644,0,ge,part3,3,912
0.058708,0.018172,0.097822,0.054974,0.0028648,0.038363,0.053641,0.047522,0.046662,0.052969,0.10043,0.086037,0.019284,0.065208,0.041629,0.058076,0.038364,0.048704,0.059229,0.084405,0.033166,0.053502,0.036291,0.044919,0,ge,part3,3,913
0.036082,0.0091186,0.071839,0.032116,0.0024803,0.05187,0.030939,0.048043,0.022548,0.033506,0.058248,0.054544,0.0076699,0.056195,0.012368,0.039054,0.017389,0.021756,0.036489,0.058219,0.024357,0.03517,0.02187,0.024559,0,ge,part3,3,915
0.038342,0.019694,0.092587,0.04227,0.0020239,0.034775,0.012092,0.037636,0.023596,0.041426,0.060236,0.060858,0.0082522,0.033922,0.015708,0.02841,0.010376,0.026902,0.013852,0.034005,0.017267,0.016285,0.017433,0.009035,1,ge,part3,3,916
0.013643,0.0081497,0.031724,0.020295,0.00082712,0.0072909,0.0058305,0.0069152,0.0058996,0.0056774,0.027571,0.039773,0.0037445,0.010589,0.0028294,0.0083369,0.0067403,0.015067,0.024644,0.029928,0.0099514,0.0089118,0.0030086,0.0076232,0,ge,part3,3,917
0.085516,0.024608,0.16885,0.064669,0.0052322,0.11738,0.072099,0.11788,0.089931,0.10035,0.16062,0.099153,0.040364,0.12423,0.080925,0.10798,0.084772,0.12217,0.15706,0.16048,0.062712,0.14118,0.045567,0.11738,0,ge,part3,3,918
0.090368,0.045905,0.12938,0.093319,0.004398,0.082866,0.07894,0.084507,0.043871,0.050709,0.079698,0.064515,0.012556,0.083853,0.035197,0.065117,0.028783,0.045108,0.062,0.057431,0.022649,0.058807,0.031216,0.041349,0,ge,part3,3,920
0.037687,0.020324,0.059141,0.051293,0.0024844,0.032694,0.021245,0.033831,0.025308,0.049701,0.057562,0.044323,0.014132,0.042813,0.021584,0.034053,0.017785,0.030367,0.027642,0.038142,0.016874,0.023267,0.014471,0.02071,1,ge,part3,3,921
0.029119,0.012322,0.055452,0.02998,0.0020546,0.01314,0.016474,0.02351,0.031138,0.064578,0.046029,0.076552,0.0090922,0.025782,0.011719,0.027818,0.015227,0.035834,0.028398,0.057172,0.0087357,0.017959,0.0076264,0.016563,0,ge,part3,3,922
0.099992,0.025116,0.12724,0.084036,0.0043206,0.073179,0.062833,0.093571,0.047471,0.075097,0.070985,0.082754,0.01906,0.057335,0.026935,0.051965,0.032486,0.055327,0.086739,0.079468,0.022631,0.068838,0.023673,0.050412,1,ge,part3,3,923
0.026189,0.0076435,0.043559,0.0050235,0.0025504,0.024615,0.022827,0.027611,0.025183,0.035955,0.038435,0.039693,0.010222,0.027481,0.01391,0.027224,0.01728,0.025251,0.034897,0.026668,0.011542,0.025395,0.010696,0.022464,1,ge,part3,3,924
0.035254,0.020027,0.065301,0.054912,0.0019217,0.034905,0.021366,0.031821,0.014398,0.016192,0.051005,0.045733,0.0061476,0.031371,0.016466,0.021527,0.019795,0.027615,0.040391,0.033539,0.016733,0.04213,0.012744,0.031403,1,ge,part3,3,925
0.01443,0.010355,0.01955,0.013273,0.0019969,0.01822,0.019254,0.014706,0.0078432,0.0089247,0.021568,0.023785,0.005845,0.014038,0.0094524,0.010848,0.0099729,0.015223,0.023068,0.026938,0.009904,0.02373,0.0056331,0.017187,1,ge,part3,3,926
0.0097915,0.008145,0.017982,0.014248,0.0011833,0.0078432,0.013691,0.0059345,0.0088178,0.021619,0.012127,0.019517,0.0023579,0.014896,0.0029518,0.011394,0.0030201,0.013985,0.0055983,0.0082129,0.003021,0.0063473,0.0032958,0.0037843,1,ge,part3,3,927
0.0052489,0.0063329,0.02182,0.006746,0.00084774,0.0088619,0.0034462,0.0057907,0.0038071,0.0048385,0.020543,0.0070095,0.0024476,0.0070573,0.0029888,0.0050678,0.0031075,0.011632,0.0037,0.012848,0.0054365,0.0044525,0.0039587,0.0022283,1,ge,part3,3,928
0.018884,0.0095034,0.043168,0.0074742,0.00097011,0.052034,0.020161,0.037483,0.01438,0.023418,0.033868,0.040457,0.0068868,0.018192,0.013782,0.015859,0.012381,0.024477,0.022728,0.046495,0.0086668,0.013929,0.0086916,0.012043,1,ge,part3,3,929
0.020828,0.015856,0.01051,0.028435,0.0025582,0.012311,0.010194,0.012913,0.0037626,0,0.017086,0.0072948,0.0084497,0.012585,0.0060239,0.0076796,0.0059902,0.013746,0.013064,0.0090005,0.0084695,0.0095006,0.007079,0.0073299,1,ge,part3,3,931
0.036035,0.019267,0.067896,0.042991,0.001938,0.021582,0.023272,0.025244,0.011185,0.023371,0.024118,0.025745,0.0057106,0.022111,0.008211,0.016608,0.0072657,0.0089489,0.019604,0.01272,0.012129,0.01694,0.0069273,0.012414,1,ge,part3,3,932
0.036688,0.05602,0.090698,0.040123,0.0011981,0.036315,0.042157,0.035424,0.047081,0.069686,0.04095,0.058036,0.0165,0.035491,0.050762,0.035306,0.027051,0.062164,0.068471,0.05466,0.016133,0.080164,0.012254,0.051606,1,ge,part3,3,933
0.043884,0.011799,0.067458,0.022542,0.0033029,0.043196,0.020129,0.051278,0.041728,0.053224,0.052254,0.050867,0.015318,0.047052,0.018362,0.047517,0.022134,0.035666,0.035729,0.044766,0.018126,0.02173,0.010971,0.023308,1,ge,part3,3,934
0.033836,0.016035,0.074786,0.04116,0.003083,0.028736,0.025173,0.029451,0.021848,0.03637,0.040542,0.054523,0.0081868,0.023437,0.015004,0.02116,0.018798,0.031729,0.040357,0.040473,0.019967,0.016017,0.013382,0.018781,1,ge,part3,3,935
0.049408,0.015246,0.046551,0.04205,0.0045532,0.02714,0.042208,0.034954,0.047931,0.048337,0.0557,0.075526,0.017544,0.040465,0.040827,0.041178,0.021544,0.029951,0.040812,0.029659,0.02,0.034391,0.022547,0.026144,0,ge,part3,3,936
