alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self
0.0073916,0.0043679,0.031289,0.006571,0.0014779,0.0089331,0.004486,0.0072464,0.0076436,0.0083215,0.0036452,0.0093422,0.00177,0.0054446,0.0069105,0.0067872,0.0015036,0.0041098,0.0068301,0,0.0031648,0.0034504,0.0020096,0.0029314,1,ge,part3,3
0.011282,0.0068317,0.033841,0.01987,0.00022946,0.0091838,0.0029188,0.011234,0.0039798,0.0082432,0.011708,0.017819,0.001878,0.0089944,0.0045564,0.0058879,0.0060951,0.019672,0.011204,0.021905,0.0021476,0.0088494,0.0022987,0.0069432,0,ge,part3,3
0.067901,0.01471,0.063352,0.049253,0.003943,0.024834,0.053987,0.048224,0.054222,0.063174,0.044282,0.063541,0.019655,0.034438,0.045053,0.042092,0.023736,0.034031,0.032948,0.03673,0.019571,0.027382,0.012691,0.028069,1,ge,part3,3
0.048479,0.015657,0.061055,0.019101,0.0018663,0.05938,0.018859,0.061247,0.030676,0.037742,0.042863,0.040079,0.012565,0.027673,0.028422,0.029682,0.040212,0.053756,0.074951,0.053806,0.027459,0.082824,0.023426,0.061407,0,ge,part3,3
0.04031,0.011354,0.04993,0.038229,0.0022834,0.02915,0.034946,0.034035,0.015244,0.025347,0.035913,0.046251,0.0093877,0.021085,0.024,0.015157,0.020107,0.024153,0.050185,0.049143,0.021282,0.043544,0.016552,0.031944,1,ge,part3,3
0.023058,0.008228,0.07454,0.035382,0.0011245,0.017686,0.026388,0.019082,0.014193,0.036776,0.033753,0.049108,0.006378,0.014183,0.017701,0.011025,0.011752,0.02723,0.025306,0.028817,0.0070128,0.019075,0.0068487,0.015117,1,ge,part3,3
0.057826,0.036519,0.047814,0.063721,0.0019149,0.034966,0.022675,0.041507,0.015149,0.019924,0.037215,0.05221,0.010112,0.03235,0.020657,0.022103,0.0078621,0.01576,0.018455,0.01829,0.0080946,0.023574,0.013742,0.013672,0,ge,part3,3
0.18783,0.041475,0.25828,0.070852,0.0093232,0.31771,0.20784,0.27261,0.24478,0.35406,0.35936,0.33624,0.12745,0.36172,0.21047,0.30204,0.11626,0.18381,0.30133,0.2248,0.10296,0.28086,0.11038,0.19177,0,ge,part3,3
0.044096,0.017629,0.058236,0.02619,0.0028445,0.029922,0.042029,0.034726,0.030442,0.036944,0.038212,0.062049,0.020765,0.026268,0.042788,0.027104,0.057424,0.093865,0.071327,0.12338,0.053162,0.063884,0.040291,0.061653,1,ge,part3,3
0.060504,0.012638,0.058681,0.029075,0.0047202,0.044826,0.09565,0.051802,0.030089,0.041881,0.038626,0.04057,0.020002,0.040659,0.054845,0.031642,0.01859,0.030027,0.039216,0.052548,0.013414,0.028055,0.014356,0.022826,1,ge,part3,3
0.050422,0.031918,0.099648,0.067168,0.001673,0.071003,0.015408,0.062568,0.019651,0.058897,0.0347,0.061384,0.0089018,0.02738,0.021467,0.019439,0.025498,0.059959,0.05879,0.071316,0.02053,0.04367,0.011542,0.035589,1,ge,part3,3
0.088195,0.020217,0.091879,0.031425,0.0065437,0.10641,0.067176,0.10719,0.088144,0.12736,0.10221,0.15304,0.027169,0.11429,0.053498,0.10245,0.08583,0.12631,0.16178,0.14619,0.052784,0.16285,0.03429,0.13191,1,ge,part3,3
0.015621,0.011719,0.29803,0.030024,0.0021145,0.041903,0.023879,0.02087,0.011388,0.014044,0.1361,0.02511,0.0057552,0.023118,0.018867,0.014591,0.012164,0.031553,0.051894,0.053205,0.011548,0.025928,0.012728,0.016577,1,ge,part3,3
0.13727,0.064358,0.33651,0.63504,0.010211,0.14495,0.12228,0.14355,0.12578,0.22227,0.18927,0.6249,0.067103,0.16463,0.11053,0.13736,0.10242,0.16932,0.16541,0.35457,0.12393,0.1247,0.079964,0.11523,1,li,part1,2
0.082806,0.056484,0.13934,0.018153,0.0093736,0.039642,0.064123,0.053366,0.057663,0.19511,0.084727,0.027797,0.040415,0.031875,0.046949,0.035162,0.02403,0.1215,0.038886,0.023894,0.068635,0.035778,0.028053,0.022579,1,li,part1,2
0.17587,0.14749,0.37841,0.09029,0.0094242,0.090218,0.076917,0.11017,0.097989,0.29207,0.16326,0.091871,0.053186,0.057049,0.09264,0.058677,0.059276,0.20236,0.15476,0.088647,0.11024,0.082045,0.043909,0.068308,1,li,part1,2
0.26263,0.11684,0.2456,0.064739,0.01711,0.20483,0.18681,0.2118,0.16385,0.33457,0.31298,0.19605,0.067302,0.20248,0.1288,0.16692,0.14809,0.23981,0.18807,0.18205,0.22745,0.16966,0.14155,0.15465,1,li,part1,2
0.068724,0.044089,0.25571,0.016451,0.0080954,0.042262,0.11976,0.036602,0.068026,0.17338,0.12446,0.042388,0.047146,0.081645,0.067336,0.061743,0.052373,0.13058,0.13181,0.063493,0.10749,0.082562,0.044005,0.066118,0,li,part1,2
0.1025,0.04334,0.12631,0.03376,0.0094614,0.073543,0.10524,0.083866,0.091073,0.18023,0.11735,0.073843,0.063816,0.06482,0.096569,0.071703,0.054278,0.14981,0.068359,0.057801,0.10348,0.057104,0.058204,0.051901,0,li,part1,2
0.10941,0.059934,0.18051,0.064111,0.0095571,0.069139,0.085126,0.072389,0.051209,0.15047,0.1256,0.068727,0.029523,0.060472,0.026487,0.053503,0.032648,0.098295,0.099501,0.063468,0.10621,0.053632,0.034236,0.035912,0,li,part1,2
0.1382,0.064392,0.15837,0.022144,0.010191,0.10684,0.083538,0.12621,0.090188,0.17633,0.12158,0.051284,0.050758,0.074705,0.070464,0.075529,0.040886,0.13049,0.079092,0.038143,0.12012,0.06672,0.028033,0.050614,0,li,part1,2
0.079676,0.049774,0.19585,0.073144,0.0086918,0.16164,0.12324,0.10705,0.084871,0.16381,0.12814,0.20486,0.053214,0.11504,0.11115,0.079525,0.09059,0.18616,0.11549,0.1317,0.13189,0.12258,0.08592,0.10017,0,li,part1,2
0.070152,0.049821,0.17342,0.07052,0.0087346,0.056574,0.057321,0.053432,0.053207,0.12684,0.1653,0.13926,0.03487,0.052405,0.043801,0.047808,0.041719,0.14658,0.075754,0.08662,0.11746,0.066115,0.031087,0.048253,0,li,part1,2
0.17268,0.096831,0.19454,0.035907,0.012122,0.10862,0.098688,0.13366,0.086469,0.21343,0.13842,0.080856,0.05509,0.10045,0.080478,0.084097,0.091452,0.20954,0.13215,0.11739,0.14049,0.13315,0.067966,0.10908,0,li,part1,2
0.12105,0.070236,0.14483,0.027849,0.0075995,0.11719,0.04436,0.11392,0.053936,0.17481,0.10957,0.031662,0.030359,0.057023,0.057697,0.048208,0.066997,0.1769,0.12726,0.08051,0.13021,0.10041,0.053808,0.079574,0,li,part1,2
0.049943,0.046119,0.15011,0.48235,0.0057047,0.057636,0.040908,0.04129,0.036161,0.15917,0.11154,0.21253,0.041926,0.057725,0.046042,0.034434,0.030824,0.12591,0.081221,0.21946,0.087436,0.045777,0.030064,0.032927,0,li,part1,2
0.19279,0.076052,0.16027,0.24216,0.014436,0.126,0.16387,0.15275,0.12367,0.25325,0.16026,0.30232,0.064478,0.13295,0.079447,0.12473,0.10456,0.18673,0.13351,0.19925,0.14663,0.1299,0.082608,0.11729,0,li,part1,2
0.10094,0.042503,0.17351,0.54162,0.0095396,0.094953,0.065505,0.087017,0.037776,0.1226,0.13855,1,0.029918,0.061986,0.04334,0.04055,0.044603,0.14366,0.066841,0.33703,0.10595,0.05921,0.043436,0.044178,0,li,part1,2
0.091438,0.051002,0.13386,0.16086,0.0087889,0.10261,0.078306,0.091044,0.1213,0.27073,0.17218,0.21984,0.055306,0.12703,0.054626,0.12463,0.05487,0.16581,0.09526,0.18326,0.094152,0.067577,0.041793,0.058967,1,li,part1,2
0.13209,0.047939,0.18151,0.045818,0.012211,0.11022,0.12882,0.12768,0.13281,0.25727,0.13016,0.14429,0.055294,0.099606,0.12846,0.10715,0.080731,0.20472,0.1003,0.083389,0.10562,0.11074,0.060505,0.092368,1,li,part1,2
0.052232,0.050769,0.078738,0.051189,0.0055781,0.056705,0.052331,0.042871,0.056318,0.16452,0.085666,0.07799,0.048045,0.050903,0.051897,0.045472,0.030433,0.10955,0.043286,0.05291,0.12365,0.04583,0.038168,0.033135,1,li,part1,2
0.26305,0.065068,0.23422,0.21665,0.017551,0.21355,0.22145,0.25698,0.16246,0.25684,0.1529,0.19188,0.090674,0.16545,0.16084,0.15411,0.15507,0.28555,0.30012,0.22638,0.17267,0.26154,0.11247,0.21166,1,li,part1,2
0.10992,0.06364,0.098882,0.053814,0.010853,0.082813,0.059575,0.095853,0.051718,0.18202,0.065458,0.10634,0.053386,0.043652,0.044009,0.040623,0.035839,0.13173,0.050888,0.066022,0.099361,0.051856,0.034072,0.037346,1,li,part1,2
0.10736,0.051512,0.066942,0.0099403,0.010547,0.087956,0.078335,0.092787,0.092589,0.24249,0.076432,0.048869,0.052601,0.087747,0.075574,0.082734,0.078026,0.19426,0.080353,0.067714,0.10662,0.068167,0.055031,0.073464,0,li,part1,2
0.079135,0.055933,0.080267,0.03986,0.0068295,0.05737,0.048988,0.0659,0.05053,0.15966,0.095312,0.084535,0.030512,0.060998,0.028748,0.052251,0.043663,0.16153,0.091591,0.06736,0.1166,0.054493,0.021689,0.04732,1,li,part1,2
0.092107,0.062111,0.11075,0.33893,0.0087506,0.04371,0.054245,0.057536,0.048123,0.17487,0.077925,0.27301,0.041411,0.053841,0.031628,0.047511,0.037908,0.13662,0.06926,0.10081,0.10902,0.053758,0.031801,0.042952,1,li,part1,2
0.21576,0.14614,0.24119,0.56029,0.013901,0.085334,0.13506,0.11614,0.11996,0.36104,0.14582,0.60013,0.069531,0.092526,0.089888,0.089973,0.078937,0.22059,0.11875,0.1631,0.12579,0.15525,0.061408,0.10716,1,li,part1,2
0.18261,0.073771,0.10845,0.029165,0.013348,0.17141,0.11836,0.18467,0.093992,0.22245,0.10064,0.064289,0.062347,0.096704,0.073744,0.088256,0.08059,0.18395,0.12149,0.092842,0.12645,0.12147,0.057776,0.099023,0,li,part1,2
0.093078,0.053649,0.10874,0.025689,0.0085047,0.06792,0.058835,0.079148,0.084739,0.22882,0.054492,0.04307,0.063181,0.062092,0.061248,0.066944,0.054893,0.14533,0.041676,0.040919,0.10686,0.048293,0.05686,0.043984,1,li,part1,2
0.051328,0.040956,0.089128,0.017763,0.0086902,0.035568,0.064238,0.036777,0.051202,0.17006,0.064054,0.030297,0.04775,0.03262,0.037951,0.036135,0.020048,0.1133,0.030663,0.027072,0.064114,0.036121,0.016987,0.022451,0,li,part1,2
0.067949,0.046115,0.069975,0.081449,0.0090407,0.042097,0.051159,0.05402,0.051244,0.18648,0.038435,0.066345,0.042721,0.040802,0.041532,0.037898,0.044699,0.14057,0.065578,0.054388,0.11808,0.052437,0.04207,0.04474,1,li,part1,2
0.087811,0.050384,0.074741,0.05274,0.0093683,0.09464,0.08696,0.085968,0.060231,0.1743,0.090664,0.085846,0.052962,0.058465,0.05446,0.056129,0.04707,0.17334,0.043631,0.070813,0.077398,0.044187,0.045833,0.039593,1,li,part1,2
0.064208,0.043288,0.079754,0.0039779,0.0070263,0.073533,0.082738,0.056247,0.078332,0.24485,0.079568,0.056978,0.063585,0.082742,0.063741,0.067536,0.049995,0.16156,0.060936,0.047828,0.11032,0.064058,0.045853,0.050407,1,li,part1,2
0.056032,0.050624,0.13991,0.040541,0.0090483,0.050282,0.05586,0.044634,0.063264,0.17761,0.082617,0.040622,0.048436,0.04986,0.056376,0.049232,0.036572,0.16255,0.060146,0.041517,0.088096,0.045232,0.029721,0.034145,0,li,part1,2
0.074921,0.05382,0.091572,0.032624,0.0080902,0.079905,0.054562,0.071461,0.077323,0.12829,0.10944,0.074072,0.061683,0.077855,0.085056,0.075368,0.069149,0.1744,0.080285,0.05992,0.16825,0.064842,0.069172,0.060015,1,li,part1,2
0.1744,0.08817,0.10657,0.024557,0.016281,0.10715,0.13215,0.13659,0.10996,0.2818,0.076398,0.070143,0.070282,0.096652,0.064357,0.096191,0.059934,0.16214,0.081131,0.052102,0.088277,0.094075,0.036445,0.075196,0,li,part1,2
0.087235,0.06355,0.11808,0.018462,0.0077995,0.057075,0.050512,0.068902,0.055379,0.18193,0.075966,0.043244,0.062362,0.03793,0.056451,0.038984,0.03229,0.12189,0.071433,0.038268,0.064668,0.052302,0.02889,0.039878,1,li,part1,2
0.082781,0.056975,0.10063,0.031301,0.0062834,0.077905,0.079253,0.07126,0.068072,0.17402,0.096919,0.051606,0.052445,0.064654,0.063758,0.059741,0.055617,0.14425,0.0972,0.061291,0.10422,0.097437,0.067149,0.06817,1,li,part1,2
0.092599,0.04315,0.09631,0.024487,0.010246,0.09808,0.09867,0.093399,0.082472,0.1938,0.077285,0.067298,0.071785,0.069694,0.0735,0.069764,0.055577,0.1234,0.07209,0.058643,0.091055,0.060993,0.057383,0.053214,1,li,part1,2
0.096767,0.047614,0.16496,0.034082,0.009357,0.071212,0.16541,0.079398,0.092744,0.17154,0.1202,0.086838,0.057707,0.090619,0.11606,0.085172,0.074843,0.16097,0.071275,0.073922,0.14034,0.089179,0.092303,0.076287,1,li,part1,2
0.1051,0.055644,0.077555,0.01914,0.010072,0.07137,0.072761,0.087362,0.04623,0.13006,0.096414,0.063924,0.036277,0.065604,0.046652,0.05148,0.048885,0.14613,0.065008,0.058698,0.10823,0.059318,0.040252,0.051111,1,li,part1,2
0.083203,0.047748,0.14025,0.49862,0.014656,0.081504,0.056334,0.077831,0.044187,0.1065,0.089739,0.49723,0.04281,0.044549,0.045931,0.03884,0.058266,0.1878,0.074445,0.20394,0.12979,0.062938,0.037898,0.053693,1,li,part1,2
0.054167,0.03594,0.11553,0.11208,0.0084032,0.071524,0.061942,0.059159,0.059933,0.16267,0.088175,0.11916,0.030198,0.061909,0.053487,0.056481,0.053402,0.17733,0.078356,0.10498,0.14088,0.070326,0.043939,0.058557,1,li,part1,2
0.078925,0.045047,0.098852,0.092084,0.0085976,0.097579,0.082043,0.090041,0.070836,0.17654,0.11212,0.10778,0.058303,0.10746,0.053027,0.085467,0.083554,0.20447,0.11744,0.12657,0.13896,0.1329,0.06674,0.10201,1,li,part1,2
0.13013,0.052799,0.11749,0.12077,0.010298,0.082252,0.16725,0.096912,0.070238,0.2037,0.1038,0.15344,0.049361,0.074173,0.1042,0.059273,0.045689,0.14546,0.061886,0.087334,0.10289,0.064229,0.045396,0.050841,1,li,part1,2
0.12653,0.049486,0.13496,0.18281,0.011697,0.15778,0.1377,0.14457,0.11287,0.22529,0.15273,0.2057,0.059929,0.13745,0.089473,0.12382,0.075914,0.16522,0.14612,0.16766,0.13986,0.13737,0.077582,0.10314,1,li,part1,2
0.085527,0.037635,0.033468,0.12239,0.0079878,0.053719,0.089365,0.060941,0.077241,0.15146,0.065158,0.18456,0.046526,0.059252,0.075233,0.06248,0.04274,0.14257,0.053936,0.10445,0.094089,0.047072,0.052989,0.0375,1,li,part1,2
0.080815,0.042895,0.062119,0.2634,0.0062952,0.05401,0.037954,0.064465,0.036844,0.083747,0.048187,0.28096,0.031052,0.034964,0.03855,0.033571,0.032432,0.1412,0.040564,0.082692,0.12221,0.039879,0.029179,0.031846,1,li,part1,2
0.057555,0.034608,0.062693,0.15288,0.0069467,0.043877,0.04652,0.047224,0.031573,0.086289,0.051181,0.10164,0.034011,0.032627,0.031252,0.028029,0.028416,0.11696,0.036324,0.067462,0.10937,0.031232,0.020812,0.026988,1,li,part1,2
0.12679,0.060884,0.10182,0.089929,0.010635,0.082273,0.075654,0.1121,0.066069,0.13029,0.085608,0.15443,0.044276,0.054035,0.051374,0.056289,0.051025,0.16273,0.092134,0.087616,0.10865,0.080567,0.03905,0.062665,1,li,part1,2
0.10953,0.061605,0.096739,0.045228,0.009518,0.090707,0.078299,0.10353,0.071607,0.16275,0.075125,0.058731,0.059784,0.091393,0.088501,0.073233,0.050643,0.17729,0.065129,0.050823,0.14068,0.074136,0.059582,0.050902,1,li,part1,2
0.12263,0.054464,0.076716,0.021177,0.011359,0.078464,0.12223,0.093578,0.10126,0.18842,0.14177,0.10738,0.065729,0.093269,0.099243,0.09307,0.063601,0.16829,0.14501,0.11701,0.11755,0.11463,0.040053,0.088643,1,li,part1,2
0.098241,0.070951,0.065348,0.014381,0.012229,0.060561,0.064234,0.070304,0.059821,0.16672,0.066583,0.058103,0.052593,0.074255,0.058199,0.060507,0.05405,0.18816,0.064009,0.062981,0.092449,0.077051,0.025292,0.062183,1,li,part1,2
0.050891,0.041957,0.088886,0.020606,0.0065322,0.037307,0.070246,0.037348,0.052529,0.13068,0.069902,0.05565,0.064501,0.060403,0.05434,0.051958,0.032049,0.12535,0.03846,0.037614,0.11302,0.037463,0.034577,0.029027,1,li,part1,2
0.064788,0.0472,0.053203,0.031143,0.0067759,0.023744,0.056847,0.033617,0.049108,0.19537,0.047569,0.050333,0.046289,0.039178,0.025641,0.036923,0.026046,0.1371,0.025658,0.023305,0.065828,0.02044,0.021722,0.018162,1,li,part1,2
0.046703,0.024849,0.06534,0.0090816,0.0084333,0.056475,0.047881,0.053071,0.053132,0.10644,0.061966,0.037754,0.064379,0.029929,0.081212,0.034553,0.03753,0.13064,0.05714,0.049617,0.099822,0.050022,0.038307,0.035946,1,li,part1,2
0.079762,0.04536,0.089431,0.031473,0.0091941,0.073181,0.073137,0.074556,0.076538,0.1571,0.092674,0.073565,0.046655,0.080521,0.05318,0.07629,0.062951,0.18013,0.098517,0.088777,0.14217,0.08949,0.042917,0.073716,1,li,part1,2
0.098805,0.052467,0.095084,0.028395,0.0086395,0.12722,0.048984,0.1161,0.049525,0.12189,0.074088,0.02851,0.045595,0.060022,0.048673,0.05329,0.060562,0.18905,0.07885,0.057937,0.11764,0.066793,0.045763,0.059906,1,li,part1,2
0.14068,0.05792,0.11671,0.034266,0.010714,0.12384,0.1097,0.13577,0.11859,0.27127,0.11959,0.13451,0.0726,0.10875,0.075542,0.11113,0.086817,0.14974,0.094988,0.10724,0.12742,0.090531,0.086069,0.086769,1,li,part1,2
0.088948,0.04316,0.10462,0.034563,0.011086,0.061698,0.056546,0.076901,0.072322,0.25647,0.068989,0.059014,0.073564,0.050966,0.040253,0.0556,0.032061,0.094395,0.043181,0.036267,0.072777,0.038827,0.019564,0.034993,1,li,part1,2
0.19366,0.062022,0.18025,0.11469,0.0089264,0.20228,0.10802,0.22419,0.12067,0.19534,0.13506,0.1415,0.078819,0.13545,0.089799,0.12745,0.060585,0.12648,0.098147,0.10487,0.095075,0.094862,0.044973,0.077307,0,li,part1,2
0.057432,0.036611,0.078222,0.01637,0.006935,0.086038,0.071027,0.070784,0.066571,0.16566,0.072472,0.055468,0.050367,0.058694,0.086518,0.052361,0.039204,0.1612,0.049231,0.050676,0.080891,0.051015,0.028302,0.041601,0,li,part1,2
0.097122,0.053361,0.076308,0.078191,0.011705,0.077251,0.055397,0.086295,0.073178,0.19088,0.052363,0.10012,0.074797,0.056218,0.073419,0.056151,0.05457,0.21832,0.042162,0.075489,0.093111,0.042344,0.038761,0.042459,1,li,part1,2
0.16942,0.070378,0.045965,0.044397,0.012537,0.094339,0.10993,0.1318,0.092459,0.21552,0.043429,0.058792,0.068498,0.070537,0.068696,0.073659,0.061227,0.17019,0.050257,0.063756,0.094378,0.061676,0.038322,0.060357,1,li,part1,2
0.13335,0.046412,0.11129,0.10513,0.014205,0.10112,0.13831,0.12246,0.099508,0.21986,0.10666,0.12317,0.090923,0.1015,0.069571,0.098161,0.11741,0.23558,0.14499,0.14078,0.14354,0.1634,0.074878,0.14025,1,li,part1,2
0.25079,0.070432,0.080402,0.059524,0.026592,0.089966,0.31756,0.15833,0.15469,0.30629,0.12534,0.14666,0.12079,0.10005,0.15969,0.11342,0.076954,0.13738,0.14654,0.1111,0.12702,0.10744,0.090177,0.090733,1,li,part1,2
0.088164,0.053223,0.053491,0.10152,0.008844,0.058927,0.063031,0.069179,0.070467,0.17886,0.044636,0.042232,0.071262,0.049187,0.075327,0.050665,0.057477,0.1378,0.069351,0.069847,0.11556,0.072853,0.046067,0.062759,1,li,part1,2
0.093245,0.042644,0.064575,0.039446,0.017012,0.070767,0.095217,0.076498,0.083482,0.23682,0.073715,0.10119,0.072963,0.054421,0.064006,0.060637,0.067095,0.13072,0.080976,0.083168,0.11446,0.074456,0.07969,0.066305,1,li,part1,2
0.089715,0.04705,0.078553,0.25008,0.01336,0.058845,0.060046,0.072768,0.061207,0.15132,0.13023,0.247,0.068691,0.069656,0.073414,0.058552,0.042918,0.13204,0.052316,0.082337,0.091719,0.046325,0.036901,0.041173,1,li,part1,2
0.10184,0.059928,0.1286,0.10551,0.010922,0.083336,0.080887,0.094657,0.087379,0.19252,0.10295,0.2021,0.082569,0.083368,0.074306,0.079593,0.06298,0.15824,0.12106,0.10671,0.073335,0.087505,0.045404,0.07415,1,li,part1,2
0.048396,0.041338,0.053513,0.0099664,0.0071096,0.03161,0.037735,0.036926,0.049571,0.1729,0.066001,0.049048,0.059469,0.040835,0.059916,0.035048,0.022581,0.076462,0.039404,0.019983,0.055433,0.032447,0.027357,0.023836,1,li,part1,2
0.1579,0.066299,0.16167,0.059906,0.010216,0.19879,0.10062,0.19519,0.14182,0.21186,0.16369,0.1099,0.10722,0.17838,0.10783,0.16241,0.11737,0.20045,0.20542,0.1579,0.15056,0.21398,0.089521,0.16457,1,li,part1,2
0.42377,0.12751,0.14305,0.081464,0.040194,0.262,0.29206,0.35817,0.24888,0.31741,0.24739,0.17588,0.12801,0.23889,0.22947,0.23515,0.16694,0.19473,0.21269,0.18393,0.24407,0.23175,0.24128,0.17201,1,li,part1,2
0.08671,0.055165,0.060545,0.0036911,0.0085388,0.058088,0.053111,0.067484,0.047156,0.16246,0.038785,0.018318,0.050076,0.043014,0.029604,0.040044,0.024093,0.093747,0.030381,0.034827,0.10413,0.027386,0.024591,0.021985,1,li,part1,2
0.094989,0.046393,0.075113,0.016823,0.0092101,0.081852,0.085335,0.0862,0.052604,0.11807,0.071276,0.033803,0.059325,0.06625,0.04312,0.060407,0.057582,0.15748,0.05311,0.046482,0.10458,0.057444,0.046181,0.052941,1,li,part1,2
0.096564,0.049886,0.062769,0.017193,0.010974,0.10036,0.0556,0.10238,0.062143,0.18873,0.063313,0.05977,0.063678,0.090036,0.043042,0.071534,0.038563,0.12179,0.058518,0.057851,0.069546,0.056392,0.027182,0.04385,1,li,part1,2
0.09102,0.042295,0.081045,0.020643,0.010752,0.064488,0.083166,0.075289,0.044918,0.15033,0.04853,0.039676,0.050023,0.043935,0.05039,0.037522,0.03745,0.12514,0.069453,0.05692,0.098055,0.071462,0.032945,0.052108,1,li,part1,2
0.24644,0.0785,0.21208,0.062906,0.014604,0.20542,0.14862,0.25218,0.1217,0.24245,0.11492,0.098619,0.067148,0.13538,0.085618,0.12664,0.075914,0.13431,0.10946,0.10255,0.10467,0.095455,0.076008,0.08362,1,li,part1,2
0.10938,0.051014,0.078567,0.044565,0.011228,0.058102,0.098166,0.081664,0.063331,0.14242,0.059805,0.088871,0.060284,0.049511,0.064923,0.049683,0.058101,0.15439,0.12855,0.10406,0.066816,0.10766,0.036755,0.081578,1,li,part1,2
0.16341,0.064714,0.11499,0.033728,0.015462,0.13162,0.10968,0.1548,0.10203,0.26612,0.096175,0.063025,0.053996,0.1259,0.057711,0.11058,0.071621,0.19415,0.092754,0.10333,0.1081,0.10638,0.048844,0.084468,1,li,part1,2
0.057224,0.038371,0.033871,0.013575,0.0073185,0.045046,0.024008,0.048372,0.077495,0.21687,0.055101,0.070235,0.053268,0.055212,0.040699,0.061535,0.031952,0.15384,0.032699,0.061648,0.061525,0.033592,0.013433,0.029261,1,li,part1,2
0.04785,0.032243,0.068114,0.018287,0.0071591,0.031457,0.041728,0.037082,0.039424,0.1437,0.064671,0.060399,0.050659,0.037001,0.037206,0.029923,0.039243,0.15795,0.048315,0.069963,0.098147,0.037717,0.02111,0.034008,1,li,part1,2
0.098601,0.044466,0.1141,0.019955,0.0087448,0.15431,0.080655,0.1298,0.15068,0.19401,0.18887,0.10191,0.083495,0.1796,0.17358,0.15918,0.095146,0.18962,0.12286,0.1124,0.10533,0.12322,0.083151,0.10487,1,li,part1,2
0.16495,0.081868,0.13328,0.033219,0.0094031,0.15803,0.073637,0.16744,0.082558,0.21977,0.088661,0.056289,0.086392,0.11744,0.052317,0.092835,0.042911,0.15434,0.059827,0.053808,0.084745,0.068342,0.034517,0.049764,1,li,part1,2
0.14634,0.04833,0.032912,0,0.016725,0.053269,0.18945,0.08329,0.086321,0.18162,0.060343,0.058082,0.074699,0.0436,0.090685,0.05403,0.033692,0.086936,0.046941,0.033603,0.088821,0.03166,0.043512,0.029536,1,li,part1,2
0.042427,0.025289,0.051795,0.0013064,0.0063007,0.041969,0.035405,0.044141,0.036087,0.12923,0.041414,0.02606,0.035849,0.027967,0.028273,0.027707,0.030114,0.13717,0.03904,0.049896,0.057724,0.030313,0.01641,0.025877,1,li,part1,2
0.055991,0.039426,0.06725,0.019465,0.0069305,0.054691,0.036918,0.055538,0.048126,0.14058,0.066969,0.057708,0.040128,0.055274,0.025652,0.048922,0.04675,0.16597,0.055507,0.07103,0.085459,0.049047,0.025092,0.04711,1,li,part1,2
0.18471,0.090581,0.12137,0.041952,0.011314,0.16485,0.087884,0.18502,0.10539,0.25087,0.082297,0.048043,0.076243,0.087328,0.073931,0.088968,0.050256,0.1315,0.084127,0.060974,0.089644,0.080027,0.044043,0.063899,1,li,part1,2
0.075591,0.042853,0.078072,0.013703,0.0075323,0.059917,0.034353,0.071913,0.051043,0.16612,0.054787,0.042434,0.059522,0.048466,0.034817,0.046102,0.031959,0.12975,0.043232,0.055427,0.06261,0.041288,0.021016,0.033969,1,li,part1,2
0.097135,0.045795,0.13108,0.047569,0.010087,0.064657,0.071683,0.079333,0.030707,0.1142,0.076731,0.038988,0.05158,0.052135,0.043114,0.035968,0.031535,0.10686,0.058818,0.059271,0.080414,0.049142,0.028519,0.035824,1,li,part1,2
0.083729,0.053971,0.11959,0.019912,0.011507,0.071903,0.06399,0.079498,0.07052,0.12961,0.086195,0.070291,0.049687,0.062853,0.051967,0.066308,0.049516,0.13609,0.053389,0.0628,0.088571,0.052881,0.043535,0.048179,1,li,part1,2
0.061631,0.037811,0.044277,0.0038692,0.011063,0.047585,0.036267,0.053494,0.054063,0.1781,0.034122,0.027388,0.035178,0.048977,0.031587,0.047171,0.033842,0.12349,0.051974,0.042553,0.047205,0.033145,0.02537,0.030666,1,li,part1,2
0.098156,0.055102,0.063147,0.0097428,0.015934,0.051666,0.075238,0.067301,0.056381,0.16105,0.043733,0.04301,0.047239,0.041731,0.055386,0.040955,0.035114,0.12404,0.049167,0.046686,0.075362,0.036796,0.02874,0.032043,1,li,part1,2
0.15512,0.059123,0.1207,0.045017,0.010317,0.12015,0.10135,0.14754,0.09364,0.20419,0.090821,0.084563,0.064483,0.084012,0.062561,0.085814,0.062288,0.18933,0.073564,0.093645,0.075553,0.084799,0.040743,0.067551,1,li,part1,2
0.048384,0.03571,0.092782,0.016969,0.0049109,0.055812,0.029413,0.056629,0.041759,0.12088,0.1002,0.061196,0.032282,0.07645,0.034161,0.056006,0.045503,0.16843,0.096688,0.070336,0.053096,0.073725,0.021501,0.056004,1,li,part1,2
0.13248,0.071193,0.17675,0.04714,0.013411,0.10059,0.10991,0.11696,0.071067,0.12042,0.10813,0.090129,0.053755,0.076675,0.073397,0.069173,0.061132,0.15829,0.10201,0.082187,0.094102,0.099156,0.067014,0.074185,1,li,part1,2
